pop	state	county	tract
4626	39	157	021600
5525	39	157	021700
2824	39	157	021800
2669	39	157	021900
3569	39	157	022001
3430	39	157	022002
3717	39	159	050100
4771	39	159	050200
3660	39	159	050301
6855	39	159	050303
2309	39	159	050304
9489	39	159	050400
5256	39	159	050500
4995	39	159	050601
4012	39	159	050602
8026	39	159	050700
3786	39	161	020100
4429	39	161	020200
2797	39	161	020300
3003	39	161	020400
3291	39	161	020500
1892	39	161	020600
1812	39	161	020700
4264	39	161	020800
3338	39	161	020900
5216	39	163	953000
4994	39	163	953100
3109	39	163	953200
4283	39	165	030101
3757	39	165	030102
1201	39	165	030200
3770	39	165	030501
5432	39	165	030503
4936	39	165	030504
3848	39	165	030600
6908	39	165	030700
6526	39	165	030800
13322	39	165	030900
8429	39	165	031000
3723	39	165	031100
8201	39	165	031200
4972	39	165	031300
4965	39	165	031400
4988	39	165	031500
8183	39	165	031600
4332	39	165	031700
10315	39	165	031902
16969	39	165	031903
6378	39	165	031904
6902	39	165	032003
6055	39	165	032004
10425	39	165	032005
3517	39	165	032006
6639	39	165	032007
6076	39	165	032100
19743	39	165	032201
5559	39	165	032202
4517	39	165	032300
4843	39	165	032400
3629	39	165	032501
4280	39	165	032502
3781	39	167	020101
2146	39	167	020102
6910	39	167	020200
3708	39	167	020300
2315	39	167	020400
2679	39	167	020500
3888	39	167	020800
2450	39	167	020900
3748	39	167	021000
4053	39	167	021100
5665	39	167	021200
4972	39	167	021300
3887	39	167	021400
1410	39	167	021500
3897	39	167	021600
5964	39	167	021700
3517	39	169	000100
3029	39	169	000200
2738	39	169	000300
4114	39	169	000500
5523	39	169	000600
7068	39	169	000700
7190	39	169	000800
3870	39	169	000900
2775	39	169	001000
1422	39	169	001100
1329	39	169	001200
4135	39	169	001300
3193	39	169	001400
7550	39	169	001700
3890	39	169	001800
3066	39	169	001900
3101	39	169	002000
2850	39	169	002100
3996	39	169	002200
3023	39	169	002300
3620	39	169	002400
2628	39	169	002500
3588	39	169	002901
5084	39	169	002902
2195	39	169	003000
2267	39	169	003100
3658	39	169	003200
3014	39	169	003300
3384	39	169	003400
3456	39	169	003500
3635	39	169	003700
1070	39	169	980000
4980	39	171	950100
4150	39	171	950200
4538	39	171	950300
4644	39	171	950400
4037	39	171	950500
4643	39	171	950600
4286	39	171	950700
3310	39	171	950800
2905	39	171	950900
5285	39	173	020100
2780	39	173	020200
4772	39	173	020300
5299	39	173	020401
5428	39	173	020402
2170	39	173	020500
4316	39	173	020601
6983	39	173	020602
6928	39	173	020700
4123	39	173	020800
7004	39	173	020900
3924	39	173	021000
3971	39	173	021100
5905	39	173	021200
3573	39	173	021300
3254	39	173	021400
2477	39	173	021500
6934	39	173	021600
3259	39	173	021701
5319	39	173	021702
5737	39	173	021800
3920	39	173	021901
5812	39	173	021902
4290	39	173	022100
2461	39	173	022200
3973	39	173	022300
3703	39	173	022400
4539	39	173	022500
4065	39	175	938000
4641	39	175	938100
3897	39	175	938200
3644	39	175	938300
3098	39	175	938400
3190	39	175	938500
